0, 27676, 2
1, 102344, 2
0, 27678, 2
1, 105070, 2
1, 102344, 2
1, 105072, 2
1, 102344, 2
0, 27680, 14
1, 105074, 2
1, 102344, 2
1, 105076, 2
0, 27694, 2
1, 102344, 2
1, 105078, 2
1, 102344, 2
0, 27696, 2
1, 105080, 2
1, 102344, 2
1, 105082, 2
1, 102344, 2
0, 27698, 2
1, 105084, 2
1, 102344, 2
0, 27700, 32
1, 105086, 2
1, 102344, 2
1, 105088, 2
1, 102344, 2
0, 27732, 2
1, 105090, 2
1, 102344, 2
0, 27734, 2
1, 105092, 2
0, 27736, 2
1, 102344, 2
1, 105094, 2
1, 102344, 2
0, 27738, 54
1, 105096, 2
1, 102344, 2
1, 105098, 2
0, 27792, 2
1, 102344, 2
1, 105100, 2
1, 102344, 2
0, 27794, 2
1, 105102, 2
1, 102344, 2
0, 27796, 2
1, 105104, 2
1, 102344, 2
1, 105106, 2
1, 102344, 2
0, 27798, 12
1, 105108, 2
1, 102344, 2
1, 105110, 2
0, 27810, 2
1, 102344, 2
1, 105112, 2
1, 102344, 2
0, 27812, 2
1, 105114, 2
1, 102344, 2
1, 105116, 2
1, 102344, 2
0, 27814, 16
1, 105118, 2
1, 102344, 2
0, 27830, 2
1, 105120, 2
1, 102344, 2
1, 105122, 2
1, 102344, 2
0, 27832, 2
1, 105124, 2
1, 102344, 2
0, 27834, 2
1, 105126, 2
1, 102344, 2
1, 105128, 2
0, 27836, 2
1, 102344, 2
0, 27838, 110
1, 105130, 2
1, 102344, 2
0, 27948, 2
1, 105132, 2
1, 102344, 2
0, 27950, 2
1, 105134, 2
1, 102344, 2
0, 27952, 66
1, 105136, 2
1, 102344, 2
0, 28018, 2
1, 105138, 2
1, 102344, 2
0, 28020, 2
1, 105140, 2
1, 102344, 2
0, 28022, 56
1, 105142, 2
1, 102344, 2
0, 28078, 2
1, 105144, 2
1, 102344, 2
0, 28080, 2
1, 105146, 2
1, 102344, 2
0, 28082, 62
1, 105148, 2
1, 102344, 2
0, 28144, 2
1, 105150, 2
1, 102344, 2
0, 28146, 2
1, 105152, 2
1, 102344, 2
0, 28148, 74
1, 105154, 2
1, 102344, 2
0, 28222, 2
1, 105156, 2
1, 102344, 2
0, 28224, 2
1, 105158, 2
1, 102344, 2
0, 28226, 62
1, 105160, 2
1, 102344, 2
0, 28288, 2
1, 105162, 2
1, 102344, 2
0, 28290, 2
1, 105164, 2
1, 102344, 2
0, 28292, 52
1, 105166, 2
1, 102344, 2
0, 28344, 2
1, 105168, 2
1, 102344, 2
0, 28346, 2
1, 105170, 2
1, 102344, 2
0, 28348, 64
1, 105172, 2
1, 102344, 2
0, 28412, 2
1, 105174, 2
1, 102344, 2
0, 28414, 4
1, 105176, 2
1, 102344, 2
0, 28418, 68
1, 105178, 2
1, 102344, 2
0, 28486, 2
1, 105180, 2
0, 28488, 2
1, 102344, 2
0, 28490, 2
1, 105182, 2
1, 102344, 2
1, 105184, 2
0, 28492, 2
1, 102344, 2
0, 28494, 66
1, 105186, 2
1, 102344, 2
0, 28560, 2
1, 105188, 2
1, 102344, 2
0, 28562, 2
1, 105190, 2
0, 28564, 2
1, 102344, 2
0, 28566, 92
1, 105192, 2
1, 102344, 2
0, 28658, 2
1, 105194, 2
1, 102344, 2
0, 28660, 2
1, 105196, 2
1, 102344, 2
0, 28662, 2
1, 105198, 2
1, 102344, 2
0, 28664, 90
1, 105200, 2
1, 102344, 2
0, 28754, 4
1, 105202, 2
1, 102344, 2
0, 28758, 2
1, 105204, 2
0, 28760, 100
1, 102344, 2
1, 105206, 2
1, 102344, 2
0, 28860, 4
1, 105208, 2
1, 102344, 2
0, 28864, 2
1, 105210, 2
1, 102344, 2
0, 28866, 56
1, 105212, 2
0, 28922, 2
1, 102344, 2
0, 28924, 2
1, 105214, 2
1, 102344, 2
1, 105216, 2
0, 28926, 2
1, 102344, 2
0, 28928, 32
1, 105218, 2
0, 28960, 2
1, 102344, 2
0, 28962, 2
1, 105220, 2
1, 102344, 2
0, 28964, 2
1, 105222, 2
1, 102344, 2
0, 28966, 30
1, 105224, 2
1, 102344, 2
0, 28996, 4
1, 105226, 2
1, 102344, 2
0, 29000, 2
1, 105228, 2
1, 102344, 2
0, 29002, 32
1, 105230, 2
1, 102344, 2
0, 29034, 2
1, 105232, 2
1, 102344, 2
0, 29036, 2
1, 105234, 2
1, 102344, 2
0, 29038, 2
1, 105236, 2
0, 29040, 40
1, 102344, 2
0, 29080, 2
1, 105238, 2
1, 102344, 2
0, 29082, 2
1, 105240, 2
1, 102344, 2
0, 29084, 4
1, 105242, 2
1, 102344, 2
0, 29088, 32
1, 105244, 2
1, 102344, 2
0, 29120, 2
1, 105246, 2
1, 102344, 2
0, 29122, 2
1, 105248, 2
1, 102344, 2
0, 29124, 28
1, 105250, 2
1, 102344, 2
0, 29152, 2
1, 105252, 2
0, 29154, 2
1, 102344, 2
0, 29156, 2
1, 105254, 2
1, 102344, 2
0, 29158, 28
1, 105256, 2
1, 102344, 2
0, 29186, 2
1, 105258, 2
1, 102344, 2
0, 29188, 2
1, 105260, 2
1, 102344, 2
0, 29190, 26
1, 105262, 2
1, 102344, 2
0, 29216, 2
1, 105264, 2
1, 102344, 2
0, 29218, 2
1, 105266, 2
0, 29220, 2
1, 102344, 2
0, 29222, 40
1, 105268, 2
1, 102344, 2
0, 29262, 4
1, 105270, 2
1, 102344, 2
0, 29266, 2
1, 105272, 2
1, 102344, 2
0, 29268, 26
1, 105274, 2
1, 102344, 2
0, 29294, 4
1, 105276, 2
1, 102344, 2
0, 29298, 2
1, 105278, 2
1, 102344, 2
0, 29300, 24
1, 105280, 2
1, 102344, 2
0, 29324, 2
1, 105282, 2
1, 102344, 2
0, 29326, 2
1, 105284, 2
1, 102344, 2
0, 29328, 24
1, 105286, 2
1, 102344, 2
0, 29352, 4
1, 105288, 2
1, 102344, 2
0, 29356, 22
1, 105290, 2
1, 102344, 2
0, 29378, 2
1, 105292, 2
0, 29380, 2
1, 102344, 2
0, 29382, 2
1, 105294, 2
1, 102344, 2
0, 29384, 26
1, 105296, 2
0, 29410, 2
1, 102344, 2
0, 29412, 2
1, 105298, 2
1, 102344, 2
0, 29414, 2
1, 105300, 2
0, 29416, 2
1, 102344, 2
0, 29418, 22
1, 105302, 2
1, 102344, 2
0, 29440, 2
1, 105304, 2
1, 102344, 2
0, 29442, 2
1, 105306, 2
1, 102344, 2
0, 29444, 18
1, 105308, 2
0, 29462, 2
1, 102344, 2
0, 29464, 2
1, 105310, 2
1, 102344, 2
0, 29466, 34
1, 105312, 2
0, 29500, 20
1, 102344, 2
0, 29520, 2
1, 105314, 2
1, 102344, 2
0, 29522, 2
1, 105316, 2
1, 102344, 2
0, 29524, 2
1, 105318, 2
1, 102344, 2
0, 29526, 74
1, 105320, 2
1, 102344, 2
1, 105322, 2
1, 102344, 2
0, 29600, 2
1, 105324, 2
1, 102344, 2
0, 29602, 72
1, 105326, 2
1, 102344, 2
0, 29674, 2
1, 105328, 2
1, 102344, 2
0, 29676, 2
1, 105330, 2
1, 102344, 2
0, 29678, 2
1, 105332, 2
1, 102344, 2
0, 29680, 48
1, 105334, 2
1, 102344, 2
0, 29728, 2
1, 105336, 2
1, 102344, 2
0, 29730, 2
1, 105338, 2
1, 102344, 2
0, 29732, 64
1, 105340, 2
1, 102344, 2
0, 29796, 2
1, 105342, 2
1, 102344, 2
0, 29798, 4
1, 105344, 2
1, 102344, 2
0, 29802, 62
1, 105346, 2
1, 102344, 2
0, 29864, 2
1, 105348, 2
1, 102344, 2
0, 29866, 2
1, 105350, 2
1, 102344, 2
0, 29868, 32
1, 105352, 2
0, 29900, 6
1, 102344, 2
0, 29906, 4
1, 105354, 2
1, 102344, 2
0, 29910, 2
1, 105356, 2
1, 102344, 2
0, 29912, 2
1, 105358, 2
1, 102344, 2
0, 29914, 34
1, 105360, 2
1, 102344, 2
0, 29948, 2
1, 105362, 2
1, 102344, 2
0, 29950, 4
1, 105364, 2
1, 102344, 2
0, 29954, 34
1, 105366, 2
1, 102344, 2
0, 29988, 2
1, 105368, 2
1, 102344, 2
0, 29990, 4
1, 105370, 2
1, 102344, 2
0, 29994, 68
1, 105372, 2
1, 102344, 2
0, 30062, 2
1, 105374, 2
1, 102344, 2
0, 30064, 4
1, 105376, 2
1, 102344, 2
0, 30068, 36
1, 105378, 2
1, 102344, 2
0, 30104, 2
1, 105380, 2
1, 102344, 2
1, 105382, 2
1, 102344, 2
0, 30106, 2
1, 105384, 2
0, 30108, 2
1, 102344, 2
0, 30110, 38
1, 105386, 2
0, 30148, 2
1, 102344, 2
1, 105388, 2
1, 102344, 2
0, 30150, 2
1, 105390, 2
0, 30152, 2
1, 102344, 2
0, 30154, 20
1, 105392, 2
1, 102344, 2
0, 30174, 2
1, 105394, 2
1, 102344, 2
0, 30176, 2
1, 105396, 2
1, 102344, 2
0, 30178, 2
1, 105398, 2
1, 102344, 2
0, 30180, 40
1, 105400, 2
1, 102344, 2
0, 30220, 2
1, 105402, 2
1, 102344, 2
0, 30222, 2
1, 105404, 2
1, 102344, 2
0, 30224, 62
1, 105406, 2
1, 102344, 2
0, 30286, 2
1, 105408, 2
1, 102344, 2
0, 30288, 2
1, 105410, 2
1, 102344, 2
0, 30290, 62
1, 105412, 2
1, 102344, 2
0, 30352, 2
1, 105414, 2
1, 102344, 2
0, 30354, 2
1, 105416, 2
1, 102344, 2
0, 30356, 2
1, 105418, 2
1, 102344, 2
0, 30358, 22
1, 105420, 2
1, 102344, 2
0, 30380, 2
1, 105422, 2
1, 102344, 2
0, 30382, 2
1, 105424, 2
1, 102344, 2
0, 30384, 16
1, 105426, 2
1, 102344, 2
0, 30400, 2
1, 105428, 2
1, 102344, 2
0, 30402, 2
1, 105430, 2
0, 30404, 2
1, 102344, 2
1, 105432, 2
1, 102344, 2
0, 30406, 16
1, 105434, 2
0, 30422, 2
1, 102344, 2
1, 105436, 2
1, 102344, 2
0, 30424, 4
1, 105438, 2
1, 102344, 2
0, 30428, 12
1, 105440, 2
1, 102344, 2
0, 30440, 2
1, 105442, 2
1, 102344, 2
0, 30442, 2
1, 105444, 2
1, 102344, 2
0, 30444, 2
1, 105446, 2
0, 30446, 38
1, 102344, 2
0, 30484, 2
1, 105448, 2
1, 102344, 2
0, 30486, 2
1, 105450, 2
1, 102344, 2
0, 30488, 2
1, 105452, 2
1, 102344, 2
0, 30490, 16
1, 105454, 2
1, 102344, 2
0, 30506, 2
1, 105456, 2
1, 102344, 2
0, 30508, 2
1, 105458, 2
1, 102344, 2
0, 30510, 2
1, 105460, 2
0, 30512, 14
1, 102344, 2
0, 30526, 2
1, 105462, 2
1, 102344, 2
0, 30528, 2
1, 105464, 2
1, 102344, 2
0, 30530, 2
1, 105466, 2
1, 102344, 2
0, 30532, 16
1, 105468, 2
1, 102344, 2
0, 30548, 2
1, 105470, 2
1, 102344, 2
0, 30550, 2
1, 105472, 2
1, 102344, 2
0, 30552, 2
1, 105474, 2
1, 102344, 2
0, 30554, 42
1, 105476, 2
1, 102344, 2
1, 105478, 2
0, 30596, 2
1, 102344, 2
1, 105480, 2
0, 30598, 2
1, 102344, 2
0, 30600, 66
